logFC	logCPM	PValue	FDR
Saci_0695	-0.711433935082317	11.4810693238767	0.0465331679756994	0.195794219490972
Saci_1186	0.761574611304416	7.71503762783319	0.0468386625255222	0.196248067037315
Saci_0696	-0.624740073402526	8.92917211642827	0.0472852219021667	0.197286661129628
Saci_0129	-0.670546458606008	9.92902147564291	0.0478038982034871	0.197913846293932
Saci_0303	-0.586522003583907	9.21049052592713	0.0478341622462676	0.197913846293932
Saci_2308	-0.696641784276714	10.5653638737859	0.0485304410211069	0.199133169890352
Saci_1584	-0.65759031724896	11.3121263997011	0.0487072114953871	0.199133169890352
Saci_0012	-0.651057824592969	9.38611016384929	0.0487304735985454	0.199133169890352
Saci_0025	-0.659967932135897	8.2172694306838	0.0493911177280411	0.200038879640862
Saci_0930	-0.639799427332766	12.2478879435377	0.0494341400660161	0.200038879640862
Saci_0023	-0.705093856788008	11.6072328163555	0.0495564596089143	0.200038879640862
Saci_2364	-0.622212382290457	9.72050489920255	0.0505346375630909	0.203161518624086
Saci_0900	-0.627540054796767	11.1212847031228	0.0515243441221725	0.206305135940795
Saci_1218	-0.663179599329453	11.3585384392197	0.052406040772581	0.208992765008727
Saci_1838	0.700724314150155	7.62119397223928	0.0538078440980475	0.213086604612938
Saci_1659	-0.642077375874823	13.2860705052212	0.0538617701488898	0.213086604612938
Saci_1633	0.648821659153366	8.94032652330062	0.054567500747496	0.21463729283015
Saci_1321	-0.690216731540284	9.99751552837858	0.0546860373474602	0.21463729283015
Saci_2375	0.725049169485318	7.36925211766087	0.05591984490876	0.218120128318641
Saci_2181	0.603263981081101	8.53275503761	0.0560127217736691	0.218120128318641
Saci_1399	-0.706401460794805	12.1708830518807	0.0570436140010493	0.219744770422136
Saci_2271	-0.803705928492016	7.2999857315656	0.0571605788478542	0.219744770422136
Saci_1620	0.705109248528486	7.67497332000542	0.0573341602231046	0.219744770422136
Saci_1600	-0.607239180822971	8.23524016297716	0.0574850343618218	0.219744770422136
Saci_0919	-0.612516680019642	9.9885115636454	0.0576198665833403	0.219744770422136
Saci_1839	0.655219926390524	7.95526389128196	0.0577576889024949	0.219744770422136
Saci_0479	0.72146659465086	8.91950590637178	0.0582828467117382	0.220286396969331
Saci_0054	-0.959452208354645	6.98978800441677	0.0584545720372721	0.220286396969331
Saci_0552	0.578113938482585	8.78707751475364	0.0585655677743237	0.220286396969331
Saci_0744	-0.595088799217157	8.84965452854375	0.0592065251191843	0.221082005867241
Saci_0208	-0.631351532425418	8.37961856842225	0.0592223701517483	0.221082005867241
Saci_0123	0.684364270511737	8.07285149862578	0.0594474139095063	0.221090943865692
Saci_1180	1.00232373846053	7.79578141533108	0.0597936332470158	0.221472614305018
Saci_0373	-0.665209091908728	10.4049515288006	0.0603718557050051	0.221472614305018
Saci_1342	-0.670483527297084	8.06592593727296	0.0607358689743651	0.221472614305018
Saci_1745	-0.60050772643286	8.91450710910145	0.0607401019310492	0.221472614305018
Saci_1490	-0.63047631374886	9.86175900209154	0.0607533256904409	0.221472614305018
Saci_2331	-0.605809450516931	10.0375210641754	0.0612271739744274	0.221472614305018
Saci_1202	-0.624237050194277	10.5058826506576	0.0612372135069353	0.221472614305018
Saci_2023	0.880167835828762	7.16620697653912	0.0614703799413221	0.221472614305018
Saci_2133	0.841999112629203	7.53471441399062	0.0615573429488267	0.221472614305018
Saci_0410	-0.723265285213933	8.61396828432685	0.0619847940235454	0.222205416842529
Saci_0932	0.707827103150584	7.84484190856717	0.063083065676164	0.225329079915219
Saci_1372	-0.565147852170571	10.5422605043103	0.0636150020872786	0.226414684848271
Saci_2131	-0.681784051571262	8.92274489868395	0.0652767184074729	0.231499219209359
Saci_0169	0.599752461405118	8.23486196418905	0.06613556485489	0.233710376871551
Saci_0659	-0.597755072065281	11.3449429322446	0.0666226249311102	0.234596689916994
Saci_0057	-0.558179063062668	12.3339524743041	0.0680217683239895	0.237869936264875
Saci_1557	-0.611858552002405	8.7724602219398	0.0680312808652815	0.237869936264875
Saci_1808	0.583989661638506	8.52761356530838	0.0685079329769429	0.238118893984131
Saci_2024	0.630930967702058	7.74671653888279	0.0685820782270508	0.238118893984131
Saci_2117	0.565011336125089	9.236589825946	0.0688378011735668	0.238173995001226
Saci_1081	0.673202940479109	7.56601057709357	0.0694819772799089	0.239568067496353
Saci_2263	-0.643037509785432	8.95180369531872	0.0698581012390617	0.240031468963281
Saci_2170	0.585845912430143	10.0012304823662	0.0705850089427994	0.240942435466903
Saci_1012	-0.645909724790893	8.3381812706938	0.0706085082788206	0.240942435466903
Saci_1972	0.577608176959624	8.62534531277912	0.0713703031493763	0.242191460280465
Saci_1267	-0.625118852511052	11.530095336399	0.0714623342015872	0.242191460280465
Saci_1434	-0.660835488057756	7.40751290574725	0.0727621515000807	0.245757879046191
Saci_0067	-0.561398726550744	9.89052638345822	0.0731689956089766	0.246175694828867
Saci_0539	-0.645550657072968	7.43559815550711	0.0738308193806523	0.246175694828867
Saci_0917	0.59048861526133	8.26544714258315	0.0738758141924283	0.246175694828867
Saci_1014	-0.561837991508794	10.3786670244818	0.0738774995558936	0.246175694828867
Saci_2241	-0.550389804389067	9.68979430623917	0.0742368061319937	0.246388115846993
Saci_2087	0.621149054941897	7.67052411675556	0.0744374972347411	0.246388115846993
Saci_1571	-0.581826504449241	8.67092236353322	0.0751497426095411	0.247030561507371
Saci_1153	0.56039331026284	9.52153966812395	0.0755608554538026	0.247030561507371
Saci_0074	-0.566910476896713	10.952922901042	0.0755632158226659	0.247030561507371
Saci_0841	-0.584660471292078	9.18928200101428	0.0758256980985328	0.247030561507371
Saci_0495	0.550847494793736	8.91459766082656	0.0759482663503904	0.247030561507371
Saci_2311	0.583224421352405	8.94958866007877	0.0761242213708516	0.247030561507371
Saci_1378	-0.605779143060792	7.88294505635202	0.0771994050025023	0.249410363246562
Saci_0483	0.602813908227087	7.72742533897037	0.0773599112587525	0.249410363246562
Saci_1139	0.533763234683861	9.38035913988172	0.0781085780222506	0.251009119663737
Saci_0869	0.723109036405222	7.41329680441355	0.0787413195245841	0.2522262267352
Saci_0499	-0.544521632693896	8.44708065985896	0.0793646771832219	0.252805973658701
Saci_0175	0.591497617076188	8.01662079311264	0.0794314841707097	0.252805973658701
Saci_0268	-0.562781437850037	10.15035157483	0.0799815501703345	0.253383253932712
Saci_1148	0.556255143481336	8.51716232142921	0.0801232041640197	0.253383253932712
Saci_0363	0.683521881632914	7.35008227602763	0.0807494921492727	0.254480209465073
Saci_0630	0.626487819246524	7.75565791050611	0.0812280312415393	0.254480209465073
Saci_0794	-0.641659738196467	8.03993567321952	0.0813079348314569	0.254480209465073
Saci_0847	-0.532816875227861	9.79817421147334	0.0816426021317102	0.254480209465073
Saci_0250	0.557560042226274	8.30846678226666	0.0818533593082499	0.254480209465073
Saci_1198	0.698281920712699	7.48984151917635	0.0820893672983678	0.254480209465073
Saci_0640	-0.600866840789762	10.6923377507464	0.0822639952047214	0.254480209465073
Saci_0331	-0.802941259468092	6.81557731536891	0.0832189408419636	0.256634808248664
Saci_1104	-0.5810909253595	9.87673450888259	0.0835476305791254	0.25685076521694
Saci_2373	-0.531730393079049	9.01925187373614	0.0838908592190392	0.256911459083119
Saci_1727	0.650499076907651	7.44549422056522	0.0840848179275062	0.256911459083119
Saci_0021	-0.52817102913143	9.6233267398273	0.0848697132790876	0.258463293876145
Saci_1189	0.596646235047021	7.82983968704425	0.0851132901283983	0.258463293876145
Saci_1713	-0.658346677000335	9.77559802169043	0.0856540349327052	0.259312367951757
Saci_1032	0.602881419906256	7.70618086160926	0.0869973965000892	0.262578768159844
Saci_0566	-0.610212765053026	7.7358334166949	0.0880302077462036	0.264269696100285
Saci_0217	-0.53232757412467	8.52154463265214	0.0880898987000949	0.264269696100285
Saci_0201	0.812801738723331	7.31116265303157	0.0886888450199916	0.265265129833891
Saci_0870	0.651462577093931	7.45978413093517	0.089087963004469	0.265365418221851
Saci_0897	0.670283180339585	8.00249214752586	0.0894377092535564	0.265365418221851
Saci_1195	-0.592188769031033	11.8003674700822	0.0895240836901512	0.265365418221851
Saci_1275	-0.821207539601072	8.13260233123254	0.0899702842320517	0.265894322150081
